canonical_url,date_published,domain,from_user_botscore,from_user_id,from_user_screen_name,id,is_mention,original_query,pub_date,site_domain,site_type,title,to_user_botscore,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,tweet_url,url_id,url_raw
,2021-08-01T02:07:45Z,,0.02,972658986473414656,klindabeauty,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:07:45Z,,claim,,0.72,1206467727763787777,u3065611,2021-08-01T02:07:45Z,1421653851724161024,retweet,https://twitter.com/klindabeauty/status/1421653851724161024,,
,2021-08-01T02:07:55Z,,,1355648349282709506,Fantasy_Land22,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:07:55Z,,claim,,0.2,4912178443,capa_invisible,2021-08-01T02:07:55Z,1421653893772156928,mention,https://twitter.com/Fantasy_Land22/status/1421653893772156928,,
,2021-08-01T02:08:07Z,,0.2,499815801,SBarrBrisebois,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:08:07Z,,claim,,0.6,16343974,Telegraph,2021-08-01T02:08:07Z,1421653942627446788,mention,https://twitter.com/SBarrBrisebois/status/1421653942627446788,,
,2021-08-01T02:08:46Z,,0.33,1291366513920716800,mulattocals,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:08:46Z,,claim,,,1399800797186166789,BR41N1NJURY,2021-08-01T02:08:46Z,1421654105827778563,mention,https://twitter.com/mulattocals/status/1421654105827778563,,
,2021-08-01T02:09:06Z,,0.1,492699448,YourAvgBellman,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:09:06Z,,claim,,0.31,2296312812,RisingSweet,2021-08-01T02:09:06Z,1421654188778426368,retweet,https://twitter.com/YourAvgBellman/status/1421654188778426368,,
,2021-08-01T02:09:49Z,,0.2,499815801,SBarrBrisebois,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:09:49Z,,claim,,0.6,16343974,Telegraph,2021-08-01T02:09:49Z,1421654370547023873,mention,https://twitter.com/SBarrBrisebois/status/1421654370547023873,,
,2021-08-01T02:09:51Z,,0.09,1120580091463991301,mderndarkwizard,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:09:51Z,,claim,,0.11,1199807568266366977,OberynLemonCake,2021-08-01T02:09:51Z,1421654379829075972,retweet,https://twitter.com/mderndarkwizard/status/1421654379829075972,,
,2021-08-01T02:10:00Z,,0.48,1360009373590958081,_DCCBRASIL,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:10:00Z,,claim,,0.45,1361970291812028417,JosAndersonFer5,2021-08-01T02:10:00Z,1421654417565229064,retweet,https://twitter.com/_DCCBRASIL/status/1421654417565229064,,
,2021-08-01T02:10:26Z,,0.2,499815801,SBarrBrisebois,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:10:26Z,,claim,,0.6,16343974,Telegraph,2021-08-01T02:10:26Z,1421654523584598018,mention,https://twitter.com/SBarrBrisebois/status/1421654523584598018,,
,2021-08-01T02:10:43Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:10:43Z,,claim,,,753100569317871619,OnyxPrism,2021-08-01T02:10:43Z,1421654594925600769,retweet,https://twitter.com/Izze1122/status/1421654594925600769,,
,2021-08-01T02:11:05Z,,0.17,953077628059226113,An_elf_pirate,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:11:05Z,,claim,,0.31,1361419170928357376,Peewee81676223,2021-08-01T02:11:05Z,1421654687024132102,retweet,https://twitter.com/An_elf_pirate/status/1421654687024132102,,
,2021-08-01T02:11:23Z,,0.37,1262918705492746246,roaringrapids22,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:11:23Z,,claim,,0.36,919395842636648448,sioZyomy,2021-08-01T02:11:23Z,1421654764891344901,retweet,https://twitter.com/roaringrapids22/status/1421654764891344901,,
,2021-08-01T02:11:54Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:11:54Z,,claim,,,1421651869554913280,FaithWr68062813,2021-08-01T02:11:54Z,1421654892842782720,retweet,https://twitter.com/Izze1122/status/1421654892842782720,,
,2021-08-01T02:12:02Z,,0.25,38678666,andysignore,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:12:02Z,,claim,,0.08,96784685,TheJuancho,2021-08-01T02:12:02Z,1421654926913114112,retweet,https://twitter.com/andysignore/status/1421654926913114112,,
,2021-08-01T02:12:13Z,,0.76,109651819,Foro_TV,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:12:13Z,,claim,,0.103286,878972335,Logomont,2021-08-01T02:12:13Z,1421654974153568261,retweet,https://twitter.com/Foro_TV/status/1421654974153568261,,
,2021-08-01T02:12:21Z,,0.2,499815801,SBarrBrisebois,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:12:21Z,,claim,,0.6,16343974,Telegraph,2021-08-01T02:12:21Z,1421655008160931840,mention,https://twitter.com/SBarrBrisebois/status/1421655008160931840,,
,2021-08-01T02:12:36Z,,0.1,492699448,YourAvgBellman,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:12:36Z,,claim,,0.19,631579131,imported101,2021-08-01T02:12:36Z,1421655068445655046,retweet,https://twitter.com/YourAvgBellman/status/1421655068445655046,,
,2021-08-01T02:13:13Z,,0.38,16676396,El_Universal_Mx,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:13:13Z,,claim,,0.26,3190172065,janobpoole,2021-08-01T02:13:13Z,1421655227518922752,retweet,https://twitter.com/El_Universal_Mx/status/1421655227518922752,,
,2021-08-01T02:13:33Z,,0.27,4081106480,realDailyWire,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:13:33Z,,claim,,0.38,1327724996865581056,Riversrpeace,2021-08-01T02:13:33Z,1421655307613212686,retweet,https://twitter.com/realDailyWire/status/1421655307613212686,,
,2021-08-01T02:13:39Z,,0.4,2470582646,Thai_SuperHero,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:13:39Z,,claim,,0.24,2821711435,_yammsss_,2021-08-01T02:13:39Z,1421655335920488453,retweet,https://twitter.com/Thai_SuperHero/status/1421655335920488453,,
,2021-08-01T02:13:53Z,,0.75,780460754910732288,DiscussingFilm,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:13:53Z,,claim,,0.17,711558521670787073,unvarnishedvoid,2021-08-01T02:13:53Z,1421655393479151621,quote,https://twitter.com/DiscussingFilm/status/1421655393479151621,,
,2021-08-01T02:14:14Z,,,1393069439671627777,TheBigBreakingN,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:14:14Z,,claim,,0.31,1361419170928357376,Peewee81676223,2021-08-01T02:14:14Z,1421655482188640257,retweet,https://twitter.com/TheBigBreakingN/status/1421655482188640257,,
,2021-08-01T02:14:21Z,,0.06,451922770,BGisBrandonGray,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:14:21Z,,claim,,0.34,1072545296322826241,pervertedPoet,2021-08-01T02:14:21Z,1421655512580562946,retweet,https://twitter.com/BGisBrandonGray/status/1421655512580562946,,
,2021-08-01T02:14:22Z,,0.17,3636994350,pomta5426,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:14:22Z,,claim,,0.38,1327724996865581056,Riversrpeace,2021-08-01T02:14:22Z,1421655513104670729,retweet,https://twitter.com/pomta5426/status/1421655513104670729,,
,2021-08-01T02:14:23Z,,0.11,1634940590,LilithLovett,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:14:23Z,,claim,,0.37,1345516530331766784,KungFuMan316,2021-08-01T02:14:23Z,1421655519765348355,retweet,https://twitter.com/LilithLovett/status/1421655519765348355,,
,2021-08-01T02:14:29Z,,0.1,492699448,YourAvgBellman,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:14:29Z,,claim,,0.05,215818252,kianaswervee,2021-08-01T02:14:29Z,1421655542892621826,retweet,https://twitter.com/YourAvgBellman/status/1421655542892621826,,
,2021-08-01T02:14:48Z,,0.76,109651819,Foro_TV,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:14:48Z,,claim,,0.68,1339708511677247496,Pepemediart,2021-08-01T02:14:48Z,1421655625361027077,retweet,https://twitter.com/Foro_TV/status/1421655625361027077,,
,2021-08-01T02:15:00Z,,0.11,1634940590,LilithLovett,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:15:00Z,,claim,,0.16,1644068185,Destructicus54,2021-08-01T02:15:00Z,1421655676107956228,retweet,https://twitter.com/LilithLovett/status/1421655676107956228,,
,2021-08-01T02:15:16Z,,0.17,711558521670787073,unvarnishedvoid,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:15:16Z,,claim,,0.16,1247777001072558083,CakeBunnyNSFW,2021-08-01T02:15:16Z,1421655743116238850,retweet,https://twitter.com/unvarnishedvoid/status/1421655743116238850,,
,2021-08-01T02:16:04Z,,0.85,21906715,radar_online,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:16:04Z,,claim,,0.3,4886619497,MirandaBautist8,2021-08-01T02:16:04Z,1421655944686096390,retweet,https://twitter.com/radar_online/status/1421655944686096390,,
,2021-08-01T02:16:45Z,,0.09,1120580091463991301,mderndarkwizard,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:16:45Z,,claim,,0.38,1327724996865581056,Riversrpeace,2021-08-01T02:16:45Z,1421656115113123845,retweet,https://twitter.com/mderndarkwizard/status/1421656115113123845,,
,2021-08-01T02:17:02Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:17:02Z,,claim,,0.74,942806111618568193,Todd79365460,2021-08-01T02:17:02Z,1421656186319953921,retweet,https://twitter.com/Izze1122/status/1421656186319953921,,
,2021-08-01T02:17:12Z,,,1009164715,jasonrbeatty,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:17:12Z,,claim,,0.3,27242126,CoreyBrockMLB,2021-08-01T02:17:12Z,1421656229449932805,mention,https://twitter.com/jasonrbeatty/status/1421656229449932805,,
,2021-08-01T02:17:12Z,,,1009164715,jasonrbeatty,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:17:12Z,,claim,,0.15,59872705,RyanDivish,2021-08-01T02:17:12Z,1421656229449932805,mention,https://twitter.com/jasonrbeatty/status/1421656229449932805,,
,2021-08-01T02:17:14Z,,0.92,15856435,MSN,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:17:14Z,,claim,,0.37,1373651497804734470,Kitkat189892380,2021-08-01T02:17:14Z,1421656235607162881,retweet,https://twitter.com/MSN/status/1421656235607162881,,
,2021-08-01T02:17:49Z,,0.11,1634940590,LilithLovett,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:17:49Z,,claim,,0.11,1246828244269178880,KrynikOfficial,2021-08-01T02:17:49Z,1421656384828018693,retweet,https://twitter.com/LilithLovett/status/1421656384828018693,,
,2021-08-01T02:18:01Z,,0.31,1297910017631412224,Patti16217978,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:18:01Z,,claim,,0.61,225096034,TheMarySue,2021-08-01T02:18:01Z,1421656435293839362,mention,https://twitter.com/Patti16217978/status/1421656435293839362,,
,2021-08-01T02:18:03Z,,0.38,1301628470892670976,UnPhd,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:18:03Z,,claim,,0.06,737595989645656064,cdfree333,2021-08-01T02:18:03Z,1421656443925762048,retweet,https://twitter.com/UnPhd/status/1421656443925762048,,
,2021-08-01T02:18:51Z,,0.66,1328096423485825029,JohnnyChirps,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:18:51Z,,claim,,0.32,1038884591845736450,chrismysmall,2021-08-01T02:18:51Z,1421656643893334020,retweet,https://twitter.com/JohnnyChirps/status/1421656643893334020,,
,2021-08-01T02:19:03Z,,0.01,1651864260,omegajvn1,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:19:03Z,,claim,,0.34,432760780,jonatasmosti,2021-08-01T02:19:03Z,1421656694321516546,retweet,https://twitter.com/omegajvn1/status/1421656694321516546,,
,2021-08-01T02:19:12Z,,0.18,2265227667,drocktrot,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:19:12Z,,claim,,0.43,15754281,USATODAY,2021-08-01T02:19:12Z,1421656732628041731,mention,https://twitter.com/drocktrot/status/1421656732628041731,,
,2021-08-01T02:19:28Z,,0.19,3309371255,LauraBockov,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:19:28Z,,claim,,0.19,2380636861,nay_nay4ever,2021-08-01T02:19:28Z,1421656797857865728,retweet,https://twitter.com/LauraBockov/status/1421656797857865728,,
,2021-08-01T02:20:47Z,,0.43,1347467499793756160,JamesShala1,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:20:47Z,,claim,,0.55,4874225072,PowercutMusic,2021-08-01T02:20:47Z,1421657128549425157,retweet,https://twitter.com/JamesShala1/status/1421657128549425157,,
,2021-08-01T02:21:28Z,,0.05,797931564197941248,Izze1122,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:21:28Z,,claim,,0.28,1199783666207121408,donutlife98,2021-08-01T02:21:28Z,1421657299781885952,retweet,https://twitter.com/Izze1122/status/1421657299781885952,,
,2021-08-01T02:21:40Z,,0.72,24969337,Milenio,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:21:40Z,,claim,,0.103286,878972335,Logomont,2021-08-01T02:21:40Z,1421657353292763143,retweet,https://twitter.com/Milenio/status/1421657353292763143,,
,2021-08-01T02:21:50Z,,0.03,1500678811,EliGamesLife,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:21:50Z,,claim,,0.78,2480244061,Firelight8abril,2021-08-01T02:21:50Z,1421657395403661315,retweet,https://twitter.com/EliGamesLife/status/1421657395403661315,,
,2021-08-01T02:22:51Z,,0.11,424383740,DrChaeEd,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:22:51Z,,claim,,0.23,74818607,QiQi_26,2021-08-01T02:22:51Z,1421657647896424451,retweet,https://twitter.com/DrChaeEd/status/1421657647896424451,,
,2021-08-01T02:22:51Z,,,1374702771325308934,depposit,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:22:51Z,,claim,,0.45,1358390712220327942,Armando44623984,2021-08-01T02:22:51Z,1421657649238593540,retweet,https://twitter.com/depposit/status/1421657649238593540,,
,2021-08-01T02:22:56Z,,0.1,492699448,YourAvgBellman,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:22:56Z,,claim,,0.01,3071263934,69yosh1,2021-08-01T02:22:56Z,1421657669849411592,retweet,https://twitter.com/YourAvgBellman/status/1421657669849411592,,
,2021-08-01T02:23:15Z,,0.07,74426958,sansevieriafilm,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:23:15Z,,claim,,0.09,2323837998,bdewealth1,2021-08-01T02:23:15Z,1421657752364109825,retweet,https://twitter.com/sansevieriafilm/status/1421657752364109825,,
,2021-08-01T02:23:43Z,,0.2,4583281223,MyGrindelwald,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:23:43Z,,claim,,0.28,1199783666207121408,donutlife98,2021-08-01T02:23:43Z,1421657868344995846,retweet,https://twitter.com/MyGrindelwald/status/1421657868344995846,,
,2021-08-01T02:23:44Z,,,1328678567568400384,Jersey62238464,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:23:44Z,,claim,,0.13,834624501384085504,aSeal_Miseal,2021-08-01T02:23:44Z,1421657871075483652,mention,https://twitter.com/Jersey62238464/status/1421657871075483652,,
,2021-08-01T02:24:00Z,,0.03,859830927631032321,JSeramba,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:24:00Z,,claim,,0.12,119027883,theceng,2021-08-01T02:24:00Z,1421657937450192901,retweet,https://twitter.com/JSeramba/status/1421657937450192901,,
,2021-08-01T02:24:07Z,,0.1,492699448,YourAvgBellman,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:24:07Z,,claim,,0.22,797738845,mohamadmuzaffar,2021-08-01T02:24:07Z,1421657970060849152,retweet,https://twitter.com/YourAvgBellman/status/1421657970060849152,,
,2021-08-01T02:24:19Z,,0.65,1110879967137550336,moviesmusic_th_,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:24:19Z,,claim,,0.27,821350769085464576,immyaye,2021-08-01T02:24:19Z,1421658018656047106,retweet,https://twitter.com/moviesmusic_th_/status/1421658018656047106,,
,2021-08-01T02:24:47Z,,0.37,1286399494175838209,twistandshout77,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:24:47Z,,claim,,0.28,1199783666207121408,donutlife98,2021-08-01T02:24:47Z,1421658135085867013,retweet,https://twitter.com/twistandshout77/status/1421658135085867013,,
,2021-08-01T02:25:39Z,,0.11,424383740,DrChaeEd,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:25:39Z,,claim,,0.16,1147467855635668993,OlMumsyJess,2021-08-01T02:25:39Z,1421658353391083522,retweet,https://twitter.com/DrChaeEd/status/1421658353391083522,,
,2021-08-01T02:26:37Z,,0.11,1634940590,LilithLovett,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:26:37Z,,claim,,0.15,2407434716,Damienx247,2021-08-01T02:26:37Z,1421658596652290049,retweet,https://twitter.com/LilithLovett/status/1421658596652290049,,
,2021-08-01T02:26:40Z,,,2978583082,lisbonshizoide,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:26:40Z,,claim,,0.14,1033427410316873729,imfirepigeon,2021-08-01T02:26:40Z,1421658608475967495,retweet,https://twitter.com/lisbonshizoide/status/1421658608475967495,,
,2021-08-01T02:26:56Z,,0.76,109651819,Foro_TV,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:26:56Z,,claim,,0.17,824758102964658176,Rafa_Omana,2021-08-01T02:26:56Z,1421658677870694401,retweet,https://twitter.com/Foro_TV/status/1421658677870694401,,
,2021-08-01T02:26:59Z,,0.06,1228778091155050496,afathersbastard,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:26:59Z,,claim,,0.03,108178555,WS_WolfStar,2021-08-01T02:26:59Z,1421658689929244672,mention,https://twitter.com/afathersbastard/status/1421658689929244672,,
,2021-08-01T02:27:28Z,,0.2,499815801,SBarrBrisebois,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:27:28Z,,claim,,0.6,16343974,Telegraph,2021-08-01T02:27:28Z,1421658813669777410,mention,https://twitter.com/SBarrBrisebois/status/1421658813669777410,,
,2021-08-01T02:27:30Z,,0.75,780460754910732288,DiscussingFilm,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:27:30Z,,claim,,0.2,884623255910436864,Chem367,2021-08-01T02:27:30Z,1421658820405772290,quote,https://twitter.com/DiscussingFilm/status/1421658820405772290,,
,2021-08-01T02:28:32Z,,0.355186,1161475489929801729,DannaRiddle2,,true,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:28:32Z,,claim,,0.33,10228272,YouTube,2021-08-01T02:28:32Z,1421659081887019008,mention,https://twitter.com/DannaRiddle2/status/1421659081887019008,,
,2021-08-01T02:28:42Z,,0.2,4583281223,MyGrindelwald,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:28:42Z,,claim,,0.35,2228232457,dragonmasterred,2021-08-01T02:28:42Z,1421659122680963072,retweet,https://twitter.com/MyGrindelwald/status/1421659122680963072,,
,2021-08-01T02:28:44Z,,0.12,932310261737951233,tralalalumbum,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:28:44Z,,claim,,0.04,1158964611976192001,NathanD_1,2021-08-01T02:28:44Z,1421659129819672584,retweet,https://twitter.com/tralalalumbum/status/1421659129819672584,,
,2021-08-01T02:28:46Z,,0.11,424383740,DrChaeEd,,false,query=amber%20heard&sort=mixed&type=Twitter&lang=,2021-08-01T02:28:46Z,,claim,,0.16,56623474,KissMySassBby,2021-08-01T02:28:46Z,1421659138162008071,retweet,https://twitter.com/DrChaeEd/status/1421659138162008071,,
