source,target,frequency
aviaum,reveurnett,10
aviaum,psychicastrolo3,1
aviaum,Perle97848969,10
aviaum,DeppHair,11
aviaum,teamdepphead,7
aviaum,ShubhBishesh,1
aviaum,Kristalitys,5
aviaum,Soy_jafeth,1
aviaum,An_elf_pirate,8
aviaum,entrtainerwhy,1
aviaum,Depp_BCN,7
aviaum,The_MadameTease,7
aviaum,Anastas47199519,10
aviaum,evernoist,1
aviaum,FC98530990,11
aviaum,metallicarebear,9
aviaum,Jacqui83940465,10
aviaum,lotfitovic,2
aviaum,Imma_Depp_Head,5
aviaum,grneedy,1
aviaum,Martii20212,11
aviaum,DRSharonRStone,7
aviaum,ZeynabJD3,9
aviaum,madmaria86,11
aviaum,AddieR1529,9
aviaum,13844502x4x,8
aviaum,Zuckerwaffe1,8
aviaum,Dalia81213973,11
aviaum,agirlofthenorth,9
aviaum,JusticeForSurv4,3
aviaum,DanteV27668977,10
aviaum,well__thatsucks,5
aviaum,allyoop1990,8
aviaum,WonkasFactory_,5
aviaum,ChrisRoque1992,4
aviaum,Lopez02971543,2
aviaum,Isabel97237184,2
aviaum,Dave24563478,10
aviaum,KenanYI48300005,1
aviaum,hanyvolk,3
aviaum,JeneBete,5
aviaum,motherofpatch,9
aviaum,SBarrBrisebois,6
aviaum,luna_jd,10
aviaum,christa_alyssa,7
aviaum,sengineergirl,8
aviaum,Jesper08673279,8
aviaum,bliu911,3
aviaum,CarsCochesOFL,0
aviaum,KatRobertson89,7
aviaum,YuraTC1,7
aviaum,sarah_kat_depp,3
aviaum,fairfax_kl,7
aviaum,sa_sa_ge_yo,8
aviaum,2dieforMovie,7
aviaum,lean_bakery,10
aviaum,Emily58807415,10
aviaum,idekwhatisgoin2,9
aviaum,stenioponari,2
aviaum,allywagi,9
aviaum,Harleycosplay1,5
aviaum,natalie81408266,8
aviaum,EKreousa,8
aviaum,alemnrq,6
aviaum,CathyJo20924093,8
aviaum,xabbieeeex,11
aviaum,CamilleKenton,2
aviaum,letshearthetru,4
aviaum,JackJackkhan77,10
aviaum,viverachel,10
aviaum,minxyleminx,7
aviaum,FlorenaAngel,8
aviaum,LettyFl2906,5
aviaum,justiceforamber,3
aviaum,Ashtonchloe1,8
aviaum,wars_everything,7
aviaum,DJusticeforj,5
aviaum,vegasnewsninja,0
aviaum,Muraken42580659,8
aviaum,Insanitired,4
aviaum,StevieJRaw,8
aviaum,joanna1717,7
aviaum,Johnnydepp1101,6
aviaum,jillraeh,6
aviaum,bobbymfhill,8
aviaum,simp4mgk,1
aviaum,Mary79874914,3
aviaum,Cinnamon_Wifey,7
aviaum,InMemoriam13,9
aviaum,teresailima,9
aviaum,FrogQueenie,5
aviaum,johnnydepp_guy,9
aviaum,CarinaBam3,7
aviaum,IamAnnieAngel,6
aviaum,AyMe245,6
aviaum,GONE_iam,7
aviaum,CaptainKaos2,6
aviaum,HermeyCornelius,6
aviaum,_sausageroll,6
aviaum,nz688,7
aviaum,d_royalti,9
aviaum,CellSation,9
aviaum,LotusBlue14,2
aviaum,thedianesantos,7
aviaum,mayak215,9
aviaum,ClaudiaEpaz,8
aviaum,Hansen7Ane,5
aviaum,Hermelineke,9
aviaum,pizzakatzen,8
aviaum,SashaIreland7,5
aviaum,PennywiseJulia,4
aviaum,MB__1232,9
aviaum,katiefuentesr,8
aviaum,krazy_kate88,11
aviaum,PrinceBarksby,8
aviaum,anarchyangel84,7
aviaum,MissMar86753366,7
aviaum,Th_Empress,7
aviaum,glitterfist,9
aviaum,HeadofMonsters,6
aviaum,Uniquecheema,7
aviaum,anokaxlegolas,2
aviaum,Tet07493875,7
aviaum,doctuir,3
aviaum,chloe02521509,8
aviaum,dramazxz,1
aviaum,ThisIsMe198535,7
aviaum,IamLeighFrankie,8
aviaum,Violetsvision,8
aviaum,kayleermanning,7
aviaum,Bottmignonanon,9
aviaum,depphead_br,4
aviaum,jaaaanvi_,9
aviaum,AngelaluvDisney,8
aviaum,Rachel42450179,8
aviaum,STIFFALUS,9
aviaum,parley98,8
aviaum,adry_mariel,5
aviaum,eveningrose309,9
aviaum,ErfWindnFire,8
aviaum,margo23431331,7
aviaum,juliee_nc,4
aviaum,Lisa62916225,9
aviaum,MattEmerson222,5
aviaum,bdewealth1,9
aviaum,AllshineWe,7
aviaum,NoctrnlValkyrie,3
aviaum,JojoBeaver,4
aviaum,LipstickGangsta,11
aviaum,theenemybase,1
aviaum,LittleGuerrera,4
aviaum,book_worm3,9
aviaum,SharonM97871635,4
aviaum,horase_p,3
aviaum,Courtneyxx,4
aviaum,HelenOD45,6
aviaum,Odette39358282,6
aviaum,NegansSparrow,7
aviaum,TheFlip40164116,7
aviaum,fbalbuena473,4
aviaum,Stardust264,11
aviaum,DeesAssen,7
aviaum,Kilpikonnanyst1,10
aviaum,tweetz_girl,6
aviaum,blahblahbedo,9
aviaum,sarah_shoobe,6
aviaum,FMGiveMeTruth,9
aviaum,manakhan,8
aviaum,coll1986,6
aviaum,Hellennehellen1,7
aviaum,thaislaguna,6
aviaum,LivIsLiv2,6
aviaum,LBJeff4,8
aviaum,MS_Waltner,7
aviaum,shortprincess21,7
aviaum,Cathrine_Ash,8
aviaum,dkatzelee,5
aviaum,yara_sanc,6
aviaum,Richard30051,8
aviaum,Marija44124479,6
aviaum,6BitSkip,2
aviaum,vanessalares24,9
aviaum,loxding_,6
aviaum,boredwithlife99,8
aviaum,AngelAnarchic,9
aviaum,luxdarlz,6
Pussyga96828631,JamesShala1,5
Pussyga96828631,TeriCarson,12
Pussyga96828631,J3nn1f34,8
Pussyga96828631,jennifermoreluv,12
Pussyga96828631,P60P45,14
Pussyga96828631,joannhe69142860,12
Pussyga96828631,TildaBeau,15
Pussyga96828631,StaceySkirving2,15
Pussyga96828631,PlzeExplain512,5
Pussyga96828631,Binx1969,17
Pussyga96828631,RobinSi56774599,15
Pussyga96828631,DevaMarie,12
Pussyga96828631,ElizaDFTW,10
Pussyga96828631,DeppSoldier_22,14
Pussyga96828631,Stephan76215148,10
Pussyga96828631,1coolwhipp,16
Pussyga96828631,Angiex0101,11
Pussyga96828631,AljacobRds,14
Pussyga96828631,Vaidaelena,12
Pussyga96828631,roxx8825,11
Pussyga96828631,MenCouragePH,7
Pussyga96828631,Camilaalustiza3,10
Pussyga96828631,sweetestsands,11
Pussyga96828631,vipbeck1,3
Pussyga96828631,Platoon1979,10
Pussyga96828631,natassjamichele,7
Pussyga96828631,CristaLea11,7
Pussyga96828631,Gwennafran,14
Pussyga96828631,scryndi,8
Pussyga96828631,LaurelsCouture,7
Pussyga96828631,Beeee51,9
Pussyga96828631,DeppFanPage,12
Pussyga96828631,sheilaw654321,11
Pussyga96828631,MATRIX_EXPRESS,4
Pussyga96828631,BritFanofDepp,6
Pussyga96828631,Om39472295,11
Pussyga96828631,JobsSummary,1
Pussyga96828631,1009REDkml,10
Pussyga96828631,LearnToEvolve,8
Pussyga96828631,depp_giulia,10
Pussyga96828631,meritt_5,8
Pussyga96828631,CherylD59995761,13
Pussyga96828631,keep_itt_movinn,9
Pussyga96828631,nonunnun,13
Pussyga96828631,JustMe_Katiebee,12
Pussyga96828631,juliet_502,4
Pussyga96828631,Devaneytattoos,3
Pussyga96828631,NanoBitcoin,11
Pussyga96828631,delloliod,9
Pussyga96828631,Rebecca91921211,8
Pussyga96828631,TheFayeJones,7
Pussyga96828631,Kboots4Ever,13
Pussyga96828631,f_liono,10
Pussyga96828631,jigglebugs,8
Pussyga96828631,nearlydear,6
Pussyga96828631,Rebeca29736893,3
Pussyga96828631,lenlins11,12
Pussyga96828631,jayneb68910675,10
Pussyga96828631,MaraTahler,9
Pussyga96828631,PrincessRump,9
Pussyga96828631,ElisaDa93617847,11
Pussyga96828631,KeeleyTalks,7
Pussyga96828631,jdeppjustice,10
Pussyga96828631,KimmhyDepp,8
Pussyga96828631,kermccoy,9
Pussyga96828631,AutistLady,7
Pussyga96828631,Generalzodfz,6
Pussyga96828631,rainyRainey_,8
Pussyga96828631,VirginMick,13
Pussyga96828631,SweetChastityYT,11
Pussyga96828631,BeSafeAndSmile,12
Pussyga96828631,lion_witch,9
Pussyga96828631,Ral314,7
Pussyga96828631,classicpaws1,7
Pussyga96828631,heleboll,8
Pussyga96828631,RosePagaza,9
Pussyga96828631,NickyWiresDyson,10
Pussyga96828631,MotivatorNet2,2
Pussyga96828631,PamelaMcCaffer8,10
Pussyga96828631,4teslayan,7
Pussyga96828631,TUmberella,7
Pussyga96828631,Alejandraadepp,10
Pussyga96828631,OdeToWhiskey,8
Pussyga96828631,DorkAngel,3
Pussyga96828631,HoraeOf,13
Pussyga96828631,CoffeePowerrr,10
Pussyga96828631,cesramirz,6
Pussyga96828631,centauri_27,9
Pussyga96828631,RideOrDis,11
Pussyga96828631,MarjiSamaa,7
Pussyga96828631,beharry_carlton,1
Pussyga96828631,Noneofthemknew1,9
Pussyga96828631,BeharryChriston,3
Pussyga96828631,N3onRobot,6
Pussyga96828631,barrysgibb,9
Pussyga96828631,LunasLifeArt,2
Pussyga96828631,JohnLe412,9
Pussyga96828631,FlamenRed,12
Pussyga96828631,Bhr14475543,8
Pussyga96828631,KKheir2,11
Pussyga96828631,TdpAtlaTlok,12
Pussyga96828631,bryzwyf,9
Pussyga96828631,JarOfTurd,4
Pussyga96828631,Truth950272741,9
Pussyga96828631,MadisonMcNamee4,2
Pussyga96828631,DeppMovieNight,8
Pussyga96828631,PrinConsuella_,12
Pussyga96828631,StyleWorldss,1
Pussyga96828631,1InquiringMind,10
Pussyga96828631,Irina_Skywalker,7
Pussyga96828631,BraveMoonGirl1,8
Pussyga96828631,Labood5,1
Pussyga96828631,80sDepphead,9
Pussyga96828631,AuroraMignon,9
Pussyga96828631,mrsdepp_head,9
Pussyga96828631,Stormember,11
Pussyga96828631,milko976,11
Pussyga96828631,whystherumgone_,10
Pussyga96828631,movallegnchis,8
Pussyga96828631,GhostsOfRus,10
Pussyga96828631,tnshadylady,9
Pussyga96828631,Mellow91648573,9
Pussyga96828631,YMe21211,11
Pussyga96828631,PinkyPie_9912_,10
Pussyga96828631,FrancesMarieMc1,8
Pussyga96828631,VanessaWCheese,9
Pussyga96828631,TopDepp,7
Pussyga96828631,IngColombo,1
Pussyga96828631,Berenice343,10
Pussyga96828631,VictoriaBreakw1,8
Pussyga96828631,BIGDaddio29,6
Pussyga96828631,WeSeeTheTruth,7
Pussyga96828631,Mitra99725842,10
Pussyga96828631,HoneyHa10321850,9
Pussyga96828631,Tania__01,8
Pussyga96828631,registry_e,3
Pussyga96828631,havenotjones205,1
Pussyga96828631,Grindelwald1999,5
Pussyga96828631,DiamondHightopp,8
Pussyga96828631,JDeppChile,5
Pussyga96828631,JDForeverUK,6
Pussyga96828631,ajberry_collins,11
Pussyga96828631,LoisWalchelin13,7
Pussyga96828631,LauraM95122973,9
Pussyga96828631,LoralieDee14,8
Pussyga96828631,UniversoDCComic,1
Pussyga96828631,underblanket2,8
Pussyga96828631,Patcar67465749,9
Pussyga96828631,Aishacat5,8
Pussyga96828631,abyssofwords,8
Pussyga96828631,DeppUnited,2
Pussyga96828631,evjsboutique,2
Pussyga96828631,SallyStar7,8
Pussyga96828631,beecoz3001,1
Pussyga96828631,mcdaid_k,8
Pussyga96828631,TammyShoemake18,8
Pussyga96828631,TheUSATruckers,1
Pussyga96828631,HumynBeing,8
Pussyga96828631,correctacon,4
Pussyga96828631,CindyHarriman,7
Pussyga96828631,nikkban,8
Pussyga96828631,Loree_Poncee,4
Pussyga96828631,CaptainBoolBool,5
Pussyga96828631,KarMarDanMik,9
Pussyga96828631,KeyCharleston,2
Pussyga96828631,Bonus_BitCoin_,1
Pussyga96828631,SheaOSullivan2,5
Pussyga96828631,JCrowe05780973,8
Pussyga96828631,spirituallyemp1,6
Pussyga96828631,RoseKathleen7,7
Pussyga96828631,DownsLarche,6
Pussyga96828631,CRommerud,10
Pussyga96828631,bairdbeth64,8
Pussyga96828631,hn_i9q,8
Pussyga96828631,Melinda15199317,6
Pussyga96828631,thatdepphead,9
Pussyga96828631,voodievoo,7
Pussyga96828631,edward_bi_qechi,5
Pussyga96828631,SpeakOfTheDev13,9
Pussyga96828631,AderynTheHylian,6
Pussyga96828631,rum_gone,10
Pussyga96828631,johnny_justice4,11
Pussyga96828631,EvidenceMatter1,7
Pussyga96828631,EleanaBelle,5
Pussyga96828631,teamdepp_,8
Pussyga96828631,terrytabby,8
Pussyga96828631,jaxfin1,7
Pussyga96828631,Cazbott,5
Pussyga96828631,faylovesflowers,7
Pussyga96828631,just_charley,6
Pussyga96828631,donotfa45608560,7
Pussyga96828631,Savannah8738000,7
Pussyga96828631,Windali,5
Pussyga96828631,WCmeshfighter,5
Pussyga96828631,KellySmahlt,9
Pussyga96828631,leahb817,8
Pussyga96828631,tepa_t,7
Pussyga96828631,ZoeyZoeyo,8
Pussyga96828631,Thefickle_muse,7
Pussyga96828631,DrCatPanda,5
Pussyga96828631,ikveliashvili,6
Pussyga96828631,MnikM1,5
Pussyga96828631,patitopanhead,6
Pussyga96828631,thewordsofkacie,5
Pussyga96828631,BOLDn4Luv_Truth,4
Pussyga96828631,lorestark4,10
Pussyga96828631,Kris_Wils38,11
Pussyga96828631,dapsdigitalz,2
Pussyga96828631,RenB09,3
Pussyga96828631,ADrdya,2
Pussyga96828631,EvolvedHsapiens,7
Pussyga96828631,Its_Just_me_52,6
Pussyga96828631,AraujoMartinski,9
Pussyga96828631,SouthernGirlTea,10
Pussyga96828631,miaa1_7,5
Pussyga96828631,MarcusVegetable,6
Pussyga96828631,ellieoriginal1,8
Pussyga96828631,plove2963,9
Pussyga96828631,LiannetMorales,4
Pussyga96828631,ivaniacolomba,2
Pussyga96828631,Cookiebuu1963,7
Pussyga96828631,brettstagg,2
Pussyga96828631,myrealliving,4
Pussyga96828631,bacacov,4
Pussyga96828631,davinder_pb_16,3
Pussyga96828631,LouiseHatfiel16,6
Pussyga96828631,JackEntot,2
Pussyga96828631,VeryLonlySolo,6
Pussyga96828631,blankblueberry,7
Pussyga96828631,IngeborgKK,6
Pussyga96828631,Wholelotta888,5
Pussyga96828631,AveHudenuf,7
Pussyga96828631,misueu1,9
Pussyga96828631,Raphal34805165,1
Pussyga96828631,LisaMacWitch,7
Pussyga96828631,EdwinKanu,1
Pussyga96828631,crylindemann,2
Pussyga96828631,Sharriska,4
Pussyga96828631,A80577549,3
Pussyga96828631,MrsFluffyBunny2,8
Pussyga96828631,DeppDiary,5
Pussyga96828631,westheedy,2
Pussyga96828631,GraceKellllyyyy,2
Pussyga96828631,Cristy13885219,4
Pussyga96828631,agp2039,8
Pussyga96828631,Sleepychichi,6
Pussyga96828631,CypressAndStars,5
Pussyga96828631,KAssamite,2
Pussyga96828631,fyffwonder,1
Pussyga96828631,Kuntryswagger1,8
Pussyga96828631,AmandaJane333,5
Pussyga96828631,PRAJWALCHAUHA26,1
Pussyga96828631,pomta5426,6
Pussyga96828631,wonderxbrave,1
Pussyga96828631,ChristineHogar1,9
Pussyga96828631,StateyTeam,1
Pussyga96828631,SandyP_88,7
Pussyga96828631,JCD_Libertine,3
Pussyga96828631,WatchGunfight,1
Pussyga96828631,EssayWritingEx1,1
Pussyga96828631,lucy_lou_94,6
Pussyga96828631,HyslopKayleigh,7
Pussyga96828631,thefordtweets,5
Pussyga96828631,Just_sarah_420,7
Pussyga96828631,Robo12618295,7
Pussyga96828631,seedoftruth1,10
Pussyga96828631,johnnysjustice,5
Pussyga96828631,xuugu,4
Pussyga96828631,KosaDanielle,8
Pussyga96828631,Tacobel12080654,7
Pussyga96828631,mrdeppourhero,3
Pussyga96828631,_kathblack,8
Pussyga96828631,Shadow98mc,3
Pussyga96828631,Cutlet_Beckett,5
Pussyga96828631,disintegrating,4
Pussyga96828631,Meli_Mel_82,7
Pussyga96828631,JohnnysAngel3,10
Pussyga96828631,SIRDAVIDRABE,5
Pussyga96828631,damoon1988,7
Pussyga96828631,_eneeson,8
Pussyga96828631,SamWin50,8
Pussyga96828631,JahelRocio,1
Pussyga96828631,_aimsy_,8
Pussyga96828631,_V_I_C_K_I__666,7
Pussyga96828631,trayraynightmre,3
Pussyga96828631,barzaine,8
Pussyga96828631,PutinRF_Eng2021,2
Pussyga96828631,Pinkprincess027,8
Pussyga96828631,Scookey2045,6
Pussyga96828631,Riversrpeace,6
Pussyga96828631,KrisWalkerGoens,3
Pussyga96828631,zara_zohl,6
Pussyga96828631,amethystnena,3
Pussyga96828631,JoannaWoodley3,8
Pussyga96828631,emreiyneth,9
Pussyga96828631,La_Julica,5
Pussyga96828631,RonanKhan13,5
Pussyga96828631,LittlePeeps1963,4
Pussyga96828631,helpmen2,7
Pussyga96828631,LovingJohnnyD,7
Pussyga96828631,BlueGansey1,6
Pussyga96828631,_InNeverland,7
Pussyga96828631,cherryagron,2
Pussyga96828631,ChieduIkechukwu,1
Pussyga96828631,KatKatButterfly,4
Pussyga96828631,HonourPeriod,7
Pussyga96828631,magicdesign2021,1
Pussyga96828631,adsnre,2
Pussyga96828631,yeskaryta,5
Pussyga96828631,V_for_Violetta_,8
Pussyga96828631,penny_mystance,10
Pussyga96828631,Sailthe5Oceans,7
Pussyga96828631,reveurnett,4
Pussyga96828631,psychicastrolo3,2
Pussyga96828631,Perle97848969,9
Pussyga96828631,DeppHair,9
Pussyga96828631,teamdepphead,4
Pussyga96828631,ShubhBishesh,1
Pussyga96828631,Kristalitys,4
Pussyga96828631,Soy_jafeth,1
Pussyga96828631,An_elf_pirate,7
Pussyga96828631,entrtainerwhy,2
Pussyga96828631,Depp_BCN,4
Pussyga96828631,The_MadameTease,4
Pussyga96828631,Anastas47199519,8
Pussyga96828631,evernoist,2
Pussyga96828631,FC98530990,7
Pussyga96828631,metallicarebear,8
Pussyga96828631,Jacqui83940465,7
Pussyga96828631,lotfitovic,0
Pussyga96828631,Imma_Depp_Head,4
Pussyga96828631,grneedy,2
Pussyga96828631,Martii20212,5
Pussyga96828631,DRSharonRStone,6
Pussyga96828631,ZeynabJD3,5
Pussyga96828631,madmaria86,9
Pussyga96828631,AddieR1529,7
Pussyga96828631,13844502x4x,9
Pussyga96828631,Zuckerwaffe1,5
Pussyga96828631,Dalia81213973,7
Pussyga96828631,agirlofthenorth,9
Pussyga96828631,JusticeForSurv4,4
Pussyga96828631,DanteV27668977,8
Pussyga96828631,well__thatsucks,4
Pussyga96828631,allyoop1990,9
Pussyga96828631,WonkasFactory_,3
Pussyga96828631,ChrisRoque1992,3
Pussyga96828631,Lopez02971543,1
