kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.regionRestriction.blocked,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,contentDetails.contentRating.ytRating
youtube#video,f0uQYtZWVEGgPjKtYoiiu50DK5I,FWSyvD86Txo,2021-07-04T23:42:15Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,El FBI No Pudo Descifrar Este Mensaje | Las Notas de Ricky McCormick,"El misterio sin resolver de las notas indescifrables de Ricky McCormick ha dejado perplejo al FBI durante más de 15 años.
Hasta la fecha, nadie sabe qué le pasó y qué significan sus notas. Veamos la historia de Ricky McCormick y el misterio de sus notas.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIENDO, PARA ASÍ PODER SUBIR MÁS CONTENIDO.

Suscríbete►https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

#RickyMcCormick #FBI #CodigoSinResolver",https://i.ytimg.com/vi/FWSyvD86Txo/default.jpg,120,90,https://i.ytimg.com/vi/FWSyvD86Txo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FWSyvD86Txo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FWSyvD86Txo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FWSyvD86Txo/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er', 'misterio', 'misterio sin resolver', 'misterio sin resolver del fbi', 'el misterioso mensaje encriptado que el fbi no pudo resolver', 'ricky mccormick', 'impactante', 'teorias', 'conspiracion', 'misterioso mensaje', 'misterios de internet', 'misterios mas impactantes del mundo', 'crimen sin resolver', 'codigo', 'asesinato', 'notas', 'criptografia', 'criptograma', 'no descifrado', 'misterios paulette', 'podcast', 'casos criminales', 'crimen real', 'casos reales', 'los archivos del fbi', 'archivos del fbi discovery channel en español']",24,none,El FBI No Pudo Descifrar Este Mensaje | Las Notas de Ricky McCormick,"El misterio sin resolver de las notas indescifrables de Ricky McCormick ha dejado perplejo al FBI durante más de 15 años.
Hasta la fecha, nadie sabe qué le pasó y qué significan sus notas. Veamos la historia de Ricky McCormick y el misterio de sus notas.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIENDO, PARA ASÍ PODER SUBIR MÁS CONTENIDO.

Suscríbete►https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

#RickyMcCormick #FBI #CodigoSinResolver",PT12M19S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,578,42,0,6,
youtube#video,ZSnm6Q6xjLnnkIrkrqEUgCq1-oQ,fYaoHEc2dNU,2021-10-30T23:03:42Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,"ESCÁNDALO: POLICÍA DE Moab COBRÓ $3,000 en TARIFAS por VIDEO!!","ESCÁNDALO: POLICÍA DE Moab COBRÓ $3,000 en TARIFAS por VIDEO!!

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie #Policia",https://i.ytimg.com/vi/fYaoHEc2dNU/default.jpg,120,90,https://i.ytimg.com/vi/fYaoHEc2dNU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fYaoHEc2dNU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fYaoHEc2dNU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/fYaoHEc2dNU/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['brian laundrie', 'gabby petito', 'gaby petito', 'brian laundry', 'brian laundry busqueda', 'utah', 'oficiales', 'moab', 'grabacion', 'footage', 'camara', 'imagenes', 'gaby petito caso']",24,none,"ESCÁNDALO: POLICÍA DE Moab COBRÓ $3,000 en TARIFAS por VIDEO!!","ESCÁNDALO: POLICÍA DE Moab COBRÓ $3,000 en TARIFAS por VIDEO!!

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie #Policia",PT3M31S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,23624,428,0,69,
youtube#video,yMeaUaaDRXQa7PFQ9fUq4OF1DzI,fzMa-SbbBic,2022-04-01T04:07:58Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,CHRIS ROCK ROMPE SU SILENCIO y HABLA sobre la BOFETADA de WILL SMITH,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#WillSmith #ChrisRock #Oscars",https://i.ytimg.com/vi/fzMa-SbbBic/default.jpg,120,90,https://i.ytimg.com/vi/fzMa-SbbBic/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fzMa-SbbBic/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fzMa-SbbBic/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/fzMa-SbbBic/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'tendencias', 'tendencia', 'will smith', 'chris rock', 'jada smith', 'esposa de will smith', 'oscars 2002', 'will smith oscar', 'chris rock oscar', 'will smith chris rock', 'chris rock will smith', 'will smith wins oscar', 'will smith llorando', 'will smith y chris rock', 'denzel washington will smith', 'bradley will smith']",24,none,CHRIS ROCK ROMPE SU SILENCIO y HABLA sobre la BOFETADA de WILL SMITH,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#WillSmith #ChrisRock #Oscars",PT45S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,6916,129,0,36,
youtube#video,0PuVqL1_Rz5BX42WsgRcXrIfgMA,gCSprHiQnSY,2021-02-05T14:56:35Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,El PERTUBADOR Caso de NIQUE LEILI (Real) | EssarRock,"Cuando Nique Leili desapareció, la policía pensó que aparecería pronto. Después de todo, su esposo tenía 21 cámaras en la casa, la encontrarían. Cuando lo hicieron, y no de la manera que esperaban, los ojos se volvieron hacia Matt Leili y las discusiones que tenía con su esposa. 
La gente sorprendente se apresuraría a defenderlo.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIENDO, PARA ASÍ PODER SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

#NiqueLeili #CasoReal #Desaparición",https://i.ytimg.com/vi/gCSprHiQnSY/default.jpg,120,90,https://i.ytimg.com/vi/gCSprHiQnSY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gCSprHiQnSY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gCSprHiQnSY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gCSprHiQnSY/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['nique leili', 'matt leili', 'caso real', 'asesinato real', 'esposo asesina esposa', 'caso no resuelto', 'esposa', 'desaparicion', 'essarrock', 'essar', 'casos en español', 'casos resueltos', 'misterio', 'terror', 'videos reales', 'esposo mata a esposa', 'esposo asesino', 'celos', 'alex peters', 'video real', 'discusiones', 'grabaciones de audio', 'crimen real', 'asesino', 'asesinato', 'caso real en español', 'documental en español', 'asesinos reales', 'Leili', 'hijas de Nique', ""Nique Leili's kids speak up""]",24,none,El PERTUBADOR Caso de NIQUE LEILI (Real) | EssarRock,"Cuando Nique Leili desapareció, la policía pensó que aparecería pronto. Después de todo, su esposo tenía 21 cámaras en la casa, la encontrarían. Cuando lo hicieron, y no de la manera que esperaban, los ojos se volvieron hacia Matt Leili y las discusiones que tenía con su esposa. 
La gente sorprendente se apresuraría a defenderlo.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIENDO, PARA ASÍ PODER SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

#NiqueLeili #CasoReal #Desaparición",PT11M51S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,734,51,0,4,ytAgeRestricted
youtube#video,EdCZFxC24o0Co2pphboj5WicoYA,gctWqn7Au18,2021-10-18T19:22:06Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Brian Laundrie EMBOSCADO por la POLICÍA? Quién es Severin Beckwith?,"Una pareja tuvo que detener abruptamente su aventura por los senderos de los Apalaches cuando se encontraron cara a cara con alguaciles estadounidenses, debido al parecido que tenía el hombre con el fugitivo Brian Laundrie.

Severin Beckwith y Anna Brettmann estaban tomando una siesta en una posada en Carolina del Norte cerca del Sendero cuando su puerta su abrió abruptamente.

Personal del alojamiento alertó a las autoridades porque el hombre se parecía mucho a Brian Laundrie.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

#GabbyPetito #BrianLaundrie #SeverinBeckwith",https://i.ytimg.com/vi/gctWqn7Au18/default.jpg,120,90,https://i.ytimg.com/vi/gctWqn7Au18/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gctWqn7Au18/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gctWqn7Au18/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gctWqn7Au18/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['gabby petito', 'el caso de gaby petito', 'brian laundrie', 'severin beckwith', 'brian laundrie atrapado', 'brian laundrie muerto', 'gabby petito cadaver', 'gaby petito autopsia', 'brian laundrie emboscado', 'brian laundrie hoy', 'el caso de gabby petito', 'gabby petito familia', 'gaby petito madre', 'brian laundrie familia', 'brian laundrie padres', 'bertolino', 'brian laundrie abogado', 'brian laundrie aparecio', 'brian laundrie arrestado', 'gabby petito forense', 'brian laundrie caso', 'familia laundrie', 'petito']",24,none,Brian Laundrie EMBOSCADO por la POLICÍA? Quién es Severin Beckwith?,"Una pareja tuvo que detener abruptamente su aventura por los senderos de los Apalaches cuando se encontraron cara a cara con alguaciles estadounidenses, debido al parecido que tenía el hombre con el fugitivo Brian Laundrie.

Severin Beckwith y Anna Brettmann estaban tomando una siesta en una posada en Carolina del Norte cerca del Sendero cuando su puerta su abrió abruptamente.

Personal del alojamiento alertó a las autoridades porque el hombre se parecía mucho a Brian Laundrie.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

#GabbyPetito #BrianLaundrie #SeverinBeckwith",PT2M37S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,43014,719,0,122,
youtube#video,1ubHFK8janKXaQbY6hK2LfDm8qI,gDxorMV0vNk,2021-12-04T02:21:48Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Brian Laundrie: Sus PADRES son vistos con MISTERIOSO CUADERNO mientras TEORÍAS AUMENTAN!!,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie #Stephanie",https://i.ytimg.com/vi/gDxorMV0vNk/default.jpg,120,90,https://i.ytimg.com/vi/gDxorMV0vNk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gDxorMV0vNk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gDxorMV0vNk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gDxorMV0vNk/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['gaby petito', 'brian laundry', 'en español', 'robert kessler', 'cuaderno', 'notebook']",24,none,Brian Laundrie: Sus PADRES son vistos con MISTERIOSO CUADERNO mientras TEORÍAS AUMENTAN!!,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie #Stephanie",PT1M50S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,5716,190,0,31,
youtube#video,USv-2asiqpBV_u5FlhyPscq4WsQ,gIdeV2X8a5Q,2021-03-06T00:49:33Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,El EXTRAÑO Caso de JOSEPH SONNIER (Real) | EssarRock,"Joseph Sonnier fue un médico destacado en Lubbock, Texas. Cuando empezó a salir con Richelle Shetina, las cosas parecían fantásticas. Sin embargo, Richelle tenía un ex celoso, y por tres lingotes de plata haría algo por él ...

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIENDO, PARA ASÍ PODER SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

#JosephSonnier #CrimenCelos #MikeDixon",https://i.ytimg.com/vi/gIdeV2X8a5Q/default.jpg,120,90,https://i.ytimg.com/vi/gIdeV2X8a5Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gIdeV2X8a5Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gIdeV2X8a5Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gIdeV2X8a5Q/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['joseph sonnier', 'thomas michael dixon', 'mike dixon', 'richelle', 'shetina', 'richel', 'dr joseph sonnier', 'doctor', 'crimen de celos', 'celos caso real', 'mata por celos', 'asesinato por celos', 'lubbock', 'texas', 'essar', 'rock', 'essarrock', 'dave shepard', 'david shepard', 'Joseph', 'Josep', 'Sonier', 'crimen real', 'crimen en español', 'baile', 'asesinato por encargo', 'sicario', 'triangulo amoroso', 'amarillo', 'celoso', 'hombre celoso', 'condenado', 'apelacion', 'el caso de joseph roy metheny', 'jessica chambers']",24,none,El EXTRAÑO Caso de JOSEPH SONNIER (Real) | EssarRock,"Joseph Sonnier fue un médico destacado en Lubbock, Texas. Cuando empezó a salir con Richelle Shetina, las cosas parecían fantásticas. Sin embargo, Richelle tenía un ex celoso, y por tres lingotes de plata haría algo por él ...

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIENDO, PARA ASÍ PODER SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

#JosephSonnier #CrimenCelos #MikeDixon",PT17M48S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,34933,823,0,50,
youtube#video,2gviMFlfYI3ctlNi3N2c8FRmISk,GjsHZuFymBc,2022-05-01T20:05:38Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,¿Victoria para Johnny? RESUMEN de la Tercera Semana de Juicio entre Depp y Heard,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",https://i.ytimg.com/vi/GjsHZuFymBc/default.jpg,120,90,https://i.ytimg.com/vi/GjsHZuFymBc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GjsHZuFymBc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GjsHZuFymBc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GjsHZuFymBc/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'noticias', 'johnny depp juicio', 'amber heard juicio', 'johnny depp trial', 'sean bett', 'seguridad de johnny depp', 'guardia de johnny depp', 'johnny depp lo ultimo', 'johnny depp juicio 2022', 'johnny depp vs amber heard español', 'johnny deep gana juicio', 'johnny depp juicio en vivo', 'johnny depp vs amber heard', 'johnny depp vs amber heard caso completo', 'johnny depp testifica', 'johnny depp declara']",24,none,¿Victoria para Johnny? RESUMEN de la Tercera Semana de Juicio entre Depp y Heard,"SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#JohnnyDepp #AmberHeard #Juicio",PT13M6S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,171063,2566,0,285,
youtube#video,D_Otm9FDbzoGZZlXPe2NwxXjQSI,gKDUOV9_Ym0,2021-08-30T17:44:50Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,5 Vídeos de Internet Sin Explicación | Parte 1,"Desde el metraje de una posible bruja hasta un objeto volador no identificado encima del Pentágono en Washington.

Comencemos.

#Misterios sin explicación.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

5. Avión detenido en el aire: 00:30
4. Bruja sobrevolando montañas en México: 01:41
3. Kurt Cobain y Courtney Love, entrevista a El Duce: 03:13
2. Asistente de vuelo: ""Es armado"": 04:57
1. OVNI sobre el Pentágono y Asamblea de las Naciones Unidas: 06:26",https://i.ytimg.com/vi/gKDUOV9_Ym0/default.jpg,120,90,https://i.ytimg.com/vi/gKDUOV9_Ym0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gKDUOV9_Ym0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gKDUOV9_Ym0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gKDUOV9_Ym0/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'paulette casos', 'casos misteriosos', 'misterio', 'crimen real', 'ovnis', 'ufo', 'paranormal', 'asesinato de kurt cobain', 'internet misterios', 'videos sin explicacion', 'top 10 videos misteriosos', 'los videos mas misteriosos de internet', 'videos de terror', '5 videos misteriosos', '5 videos que no tienen explicacion', 'videos inexplicables', 'videos de terror reales', 'extraños videos de internet que no tienen explicacion', 'videos de miedo', 'videos interesantes', 'videos que no te dejaran dormir']",24,none,5 Vídeos de Internet Sin Explicación | Parte 1,"Desde el metraje de una posible bruja hasta un objeto volador no identificado encima del Pentágono en Washington.

Comencemos.

#Misterios sin explicación.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

5. Avión detenido en el aire: 00:30
4. Bruja sobrevolando montañas en México: 01:41
3. Kurt Cobain y Courtney Love, entrevista a El Duce: 03:13
2. Asistente de vuelo: ""Es armado"": 04:57
1. OVNI sobre el Pentágono y Asamblea de las Naciones Unidas: 06:26",PT9M22S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,521,46,0,6,
youtube#video,qTv5RXwjR4RcDc7KY9HfrFojWQo,gvGHceiqykU,2021-07-15T02:38:15Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,ASESINATO EN EL PARQUE WELLS GRAY,"En 1982, tres generaciones de una familia fueron brutalmente asesinadas en el Parque Provincial Wells Gray en Canadá.
En este video, veremos lo que sucedió, la búsqueda del asesino y la eventual confesión de David Shearing, uno de los peores asesinos en serie de Canadá.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

#DavidShearing #WellsGray #CrimenReal",https://i.ytimg.com/vi/gvGHceiqykU/default.jpg,120,90,https://i.ytimg.com/vi/gvGHceiqykU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gvGHceiqykU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gvGHceiqykU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gvGHceiqykU/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['er misterios', 'essarrock', 'david shearing', 'los johnson', 'familia johnson', 'asesinato real', 'crimen real', 'documentales', 'en español', 'asesinatos en parques', 'parque provincial', 'id', 'investigacion discovery', 'investigation discovery', 'misterios', 'crimenes reales', 'crimen resuelto', 'sin resolver', 'paranormal', 'podcast', 'misterios paulette', 'misterios kevsho', 'historias de terror', 'bentley family', 'familia bentley', 'asesino a toda un familia', 'asesino serial', 'investigacion', 'policial', 'jessica chambers']",24,none,ASESINATO EN EL PARQUE WELLS GRAY,"En 1982, tres generaciones de una familia fueron brutalmente asesinadas en el Parque Provincial Wells Gray en Canadá.
En este video, veremos lo que sucedió, la búsqueda del asesino y la eventual confesión de David Shearing, uno de los peores asesinos en serie de Canadá.

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

#DavidShearing #WellsGray #CrimenReal",PT11M22S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,669,60,0,6,
youtube#video,0qei8jpPjzGqWeOz8QJXejSeazQ,gwf_8SNnC-M,2021-11-04T02:04:42Z,UCZJ8Vxj-MdzcTQ8I5yQfujg,Brian Laundrie: Sus REDES SOCIALES son CLAVE! Bertolino HABLA del FBI!!,"Brian Laundrie: Sus REDES SOCIALES son CLAVE! Bertolino HABLA del FBI!!

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie #StevenBertolino",https://i.ytimg.com/vi/gwf_8SNnC-M/default.jpg,120,90,https://i.ytimg.com/vi/gwf_8SNnC-M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gwf_8SNnC-M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gwf_8SNnC-M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gwf_8SNnC-M/maxresdefault.jpg,1280.0,720.0,ER Misterios,"['brian laundrie', 'gaby petito', 'gabby petito', 'brian laundry', 'brian laundrie padres', 'steven bertolino', 'bertolino laundrie']",24,none,Brian Laundrie: Sus REDES SOCIALES son CLAVE! Bertolino HABLA del FBI!!,"Brian Laundrie: Sus REDES SOCIALES son CLAVE! Bertolino HABLA del FBI!!

SI TE GUSTÓ EL VÍDEO NO OLVIDES APOYAR AL CANAL DEJANDO TU LIKE Y SUSCRIBIÉNDOTE, PARA ASÍ PODER CREAR Y SUBIR MÁS CONTENIDO.

Suscríbete► https://www.youtube.com/channel/UCZJ8Vxj-MdzcTQ8I5yQfujg

Facebook► https://www.facebook.com/ermisterios

Música► https://www.youtube.com/watch?v=ttx-KwDSRgg&list=PLz-EO5NkwaYZJpdeX7L-H67VAbMrQ_Zti&ab_channel=PowerMusicFactory

#GabbyPetito #BrianLaundrie #StevenBertolino",PT3M13S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,19025,538,0,56,
